Name/ID,Vertical,Industry,Total BRR Currency,Total BRR
75108,Consulting / Other Professional Services,Professional Services,USD,0.00
75166,Consulting / Other Professional Services,Professional Services,USD,50.00
75200,Consulting / Other Professional Services,Professional Services,USD,0.00
75209,PTT,Telecommunications,USD,922.00
75210,Internet Content & Software,Media & Content,USD,0.00
75224,Manufacturing,Energy & Manufacturing,USD,495.00
75229,Utilities,Energy & Manufacturing,USD,594.00
75255,VOIP/VSP,Telecommunications,USD,"1,115.00"
75274,Consulting / Other Professional Services,Professional Services,USD,0.00
75306,Manufacturing,Energy & Manufacturing,USD,815.00
75328,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
75333,Finance,Finance,USD,0.00
75340,Consulting / Other Professional Services,Professional Services,USD,0.00
75362,Media,Media & Content,USD,0.00
75372,Internet Content & Software,Media & Content,USD,816.00
75453,Colo/Hosting,Data Center & Cloud Services,USD,834.00
75482,Consulting / Other Professional Services,Professional Services,USD,674.00
75491,Finance,Finance,USD,"1,170.00"
75494,Internet Content & Software,Media & Content,USD,0.00
75527,Consulting / Other Professional Services,Professional Services,USD,0.00
75612,Internet Content & Software,Media & Content,USD,0.00
75631,Regional Carrier/ISP,Telecommunications,USD,"1,490.00"
75637,Consulting / Other Professional Services,Professional Services,USD,0.00
75695,Internet Content & Software,Media & Content,USD,0.00
75712,Internet Content & Software,Media & Content,USD,947.00
75774,Cloud Service Provider,Data Center & Cloud Services,USD,"1,845.00"
75821,Finance,Finance,USD,755.00
75835,Consulting / Other Professional Services,Professional Services,USD,74.00
75854,Manufacturing,Energy & Manufacturing,USD,0.00
75859,Media,Media & Content,USD,445.00
75870,Internet Content & Software,Media & Content,USD,325.00
75876,Internet Content & Software,Media & Content,USD,109.00
75898,Regional Carrier/ISP,Telecommunications,USD,"3,127.00"
75959,State/Local Government,Government,USD,892.00
75999,Internet Content & Software,Media & Content,USD,905.00
76013,Transportation,Other Enterprise,USD,"1,117.00"
76014,Real Estate / Construction,Other Enterprise,USD,0.00
76154,Internet Content & Software,Media & Content,USD,0.00
76157,Internet Content & Software,Media & Content,USD,0.00
76200,Internet Content & Software,Media & Content,USD,"1,616.00"
76237,Consulting / Other Professional Services,Professional Services,USD,"3,661.00"
76413,State/Local Government,Government,USD,353.00
76423,Internet Content & Software,Media & Content,USD,0.00
76424,Internet Content & Software,Media & Content,USD,0.00
76439,Healthcare,Healthcare,USD,"1,427.00"
76499,Internet Content & Software,Media & Content,USD,388.00
76644,Cloud Service Provider,Data Center & Cloud Services,USD,"1,166.00"
76647,Engineering,Professional Services,USD,780.00
76672,Consulting / Other Professional Services,Professional Services,USD,0.00
76694,Regional Carrier/ISP,Telecommunications,USD,0.00
76735,Internet Content & Software,Media & Content,USD,33.00
76823,Reseller,Telecommunications,USD,"1,492.00"
76907,Real Estate / Construction,Other Enterprise,USD,999.00
76915,Hospitality,Other Enterprise,USD,"2,548.00"
76926,Manufacturing,Energy & Manufacturing,USD,334.00
76995,Wireless,Telecommunications,USD,0.00
77022,Retail,Other Enterprise,USD,"1,441.00"
77072,Consulting / Other Professional Services,Professional Services,USD,0.00
77075,Consulting / Other Professional Services,Professional Services,USD,"1,627.00"
77076,Finance,Finance,USD,"1,040.00"
77085,Internet Content & Software,Media & Content,USD,"1,423.00"
77088,Consulting / Other Professional Services,Professional Services,USD,599.00
77139,State/Local Government,Government,USD,675.00
77231,Finance,Finance,USD,0.00
77255,Internet Content & Software,Media & Content,USD,0.00
77281,Wireless,Telecommunications,USD,443.00
77294,Legal,Professional Services,USD,0.00
77305,Consulting / Other Professional Services,Professional Services,USD,"1,244.00"
77364,Consulting / Other Professional Services,Professional Services,USD,"1,144.00"
77380,Media,Media & Content,USD,0.00
77386,Healthcare,Healthcare,USD,"3,604.00"
77434,Internet Content & Software,Media & Content,USD,99.00
77464,Colo/Hosting,Data Center & Cloud Services,USD,499.00
77467,Internet Content & Software,Media & Content,USD,0.00
77473,Finance,Finance,USD,"1,350.00"
77505,Oil & Gas,Energy & Manufacturing,USD,0.00
77540,State/Local Government,Government,USD,471.00
77559,Non-Healthcare Insurance,Other Enterprise,USD,109.00
77561,Media,Media & Content,USD,"1,269.00"
77574,Real Estate / Construction,Other Enterprise,USD,0.00
77577,Healthcare,Healthcare,USD,"2,895.00"
77591,Real Estate / Construction,Other Enterprise,USD,0.00
77626,Internet Content & Software,Media & Content,USD,691.00
77720,Consulting / Other Professional Services,Professional Services,USD,0.00
77754,Retail,Other Enterprise,USD,510.00
77844,Colo/Hosting,Data Center & Cloud Services,USD,860.00
77846,Consulting / Other Professional Services,Professional Services,USD,"8,801.00"
77872,Consulting / Other Professional Services,Professional Services,USD,0.00
77944,Healthcare,Healthcare,USD,0.00
77953,Retail,Other Enterprise,USD,0.00
78004,Healthcare,Healthcare,USD,"2,242.00"
78013,Non-Healthcare Insurance,Other Enterprise,USD,0.00
78106,Retail,Other Enterprise,USD,806.00
78123,Finance,Finance,USD,0.00
78155,Real Estate / Construction,Other Enterprise,USD,617.00
78181,Consulting / Other Professional Services,Professional Services,USD,419.00
78212,Consulting / Other Professional Services,Professional Services,USD,"1,235.00"
78216,Consulting / Other Professional Services,Professional Services,USD,0.00
78256,Cloud Service Provider,Data Center & Cloud Services,USD,"1,326.00"
78270,Commercial Systems Integrator,Professional Services,USD,0.00
78311,Media,Media & Content,USD,"1,461.00"
78388,Higher Education,Research & Education,USD,100.00
78391,Consulting / Other Professional Services,Professional Services,USD,"1,300.00"
78399,Regional Carrier/ISP,Telecommunications,USD,0.00
78432,Wireless,Telecommunications,USD,"3,299.00"
78475,Asset Management / Hedge Fund,Finance,USD,"1,075.00"
78483,Utilities,Energy & Manufacturing,USD,0.00
78609,Consulting / Other Professional Services,Professional Services,USD,0.00
78610,Cable & Satellite,CATV/Satellite,USD,0.00
78619,Consulting / Other Professional Services,Professional Services,USD,0.00
78636,Commercial Systems Integrator,Professional Services,USD,412.00
78660,Media,Media & Content,USD,"1,335.00"
78740,Legal,Professional Services,USD,"1,121.00"
78742,Manufacturing,Energy & Manufacturing,USD,"1,116.00"
78750,Cloud Service Provider,Data Center & Cloud Services,USD,"1,248.00"
78758,Healthcare,Healthcare,USD,642.00
78797,Consulting / Other Professional Services,Professional Services,USD,795.00
78809,Colo/Hosting,Data Center & Cloud Services,USD,0.00
78915,Reseller,Telecommunications,USD,0.00
78947,Healthcare,Healthcare,USD,0.00
78959,Finance,Finance,USD,0.00
78978,Consulting / Other Professional Services,Professional Services,USD,911.00
78984,Internet Content & Software,Media & Content,USD,99.00
79051,Utilities,Energy & Manufacturing,USD,0.00
79088,Colo/Hosting,Data Center & Cloud Services,USD,0.00
79101,Legal,Professional Services,USD,"1,455.00"
79113,Finance,Finance,USD,918.00
79148,Oil & Gas,Energy & Manufacturing,USD,765.00
79218,Consulting / Other Professional Services,Professional Services,USD,0.00
79266,K-12 Education,Research & Education,USD,0.00
79312,Colo/Hosting,Data Center & Cloud Services,USD,0.00
79345,Consulting / Other Professional Services,Professional Services,USD,0.00
79360,Retail,Other Enterprise,USD,544.00
79404,Consulting / Other Professional Services,Professional Services,USD,856.00
79405,Finance,Finance,USD,"3,109.00"
79421,Regional Carrier/ISP,Telecommunications,USD,520.00
79442,Transportation,Other Enterprise,USD,"1,176.00"
79494,Consulting / Other Professional Services,Professional Services,USD,20.00
79526,Internet Content & Software,Media & Content,USD,0.00
79532,Real Estate / Construction,Other Enterprise,USD,"1,110.00"
79556,Higher Education,Research & Education,USD,106.00
79711,Retail,Other Enterprise,USD,541.00
79755,Healthcare,Healthcare,USD,737.00
79774,Higher Education,Research & Education,USD,"1,329.00"
79871,Finance,Finance,USD,350.00
79898,Hospitality,Other Enterprise,USD,0.00
79906,Internet Content & Software,Media & Content,USD,0.00
79932,Internet Content & Software,Media & Content,USD,0.00
79948,Media,Media & Content,USD,0.00
79953,Reseller,Telecommunications,USD,0.00
79981,Finance,Finance,USD,709.00
80067,Consulting / Other Professional Services,Professional Services,USD,131.00
80077,Internet Content & Software,Media & Content,USD,585.00
80078,Consulting / Other Professional Services,Professional Services,USD,159.00
80147,Media,Media & Content,USD,0.00
80167,National Carrier/ISP,Telecommunications,USD,"1,295.00"
80171,Media,Media & Content,USD,552.00
80212,Healthcare,Healthcare,USD,757.00
80262,Internet Content & Software,Media & Content,USD,515.00
80278,K-12 Education,Research & Education,USD,"3,568.00"
80327,Consulting / Other Professional Services,Professional Services,USD,0.00
80388,Internet Content & Software,Media & Content,USD,"1,020.00"
80463,Manufacturing,Energy & Manufacturing,USD,0.00
80492,Internet Content & Software,Media & Content,USD,0.00
80548,Healthcare,Healthcare,USD,0.00
80577,Consulting / Other Professional Services,Professional Services,USD,125.00
80581,Consulting / Other Professional Services,Professional Services,USD,0.00
80691,Cloud Service Provider,Data Center & Cloud Services,USD,450.00
80763,Internet Content & Software,Media & Content,USD,700.00
80794,Consulting / Other Professional Services,Professional Services,USD,604.00
80854,Consulting / Other Professional Services,Professional Services,USD,"1,950.00"
80868,Finance,Finance,USD,600.00
80893,Regional Carrier/ISP,Telecommunications,USD,816.00
80911,Consulting / Other Professional Services,Professional Services,USD,"1,054.00"
80926,Non-Healthcare Insurance,Other Enterprise,USD,417.00
80944,Regional Carrier/ISP,Telecommunications,USD,0.00
81031,Retail,Other Enterprise,USD,109.00
81093,Consulting / Other Professional Services,Professional Services,USD,841.00
81111,Consulting / Other Professional Services,Professional Services,USD,"1,192.00"
81190,Consulting / Other Professional Services,Professional Services,USD,730.00
81193,Retail,Other Enterprise,USD,600.00
81341,Finance,Finance,USD,"1,443.00"
81431,Consulting / Other Professional Services,Professional Services,USD,"1,943.00"
81469,Media,Media & Content,USD,50.00
81472,Regional Carrier/ISP,Telecommunications,USD,"2,232.00"
81504,Regional Carrier/ISP,Telecommunications,USD,0.00
81592,Internet Content & Software,Media & Content,USD,"1,310.00"
81608,Retail,Other Enterprise,USD,455.00
81612,Consulting / Other Professional Services,Professional Services,USD,535.00
81647,VOIP/VSP,Telecommunications,USD,0.00
81677,Internet Content & Software,Media & Content,USD,0.00
81711,State/Local Government,Government,USD,0.00
81736,Wireless,Telecommunications,USD,0.00
81851,Legal,Professional Services,USD,50.00
81865,Regional Carrier/ISP,Telecommunications,USD,"3,432.00"
81943,Healthcare,Healthcare,USD,0.00
81987,Legal,Professional Services,USD,122.00
82020,K-12 Education,Research & Education,USD,"2,776.00"
82051,K-12 Education,Research & Education,USD,394.00
82072,Healthcare,Healthcare,USD,"1,365.00"
82099,Colo/Hosting,Data Center & Cloud Services,USD,"1,399.00"
82117,Internet Content & Software,Media & Content,USD,0.00
82226,Consulting / Other Professional Services,Professional Services,USD,317.00
82258,Colo/Hosting,Data Center & Cloud Services,USD,"1,309.00"
82286,Internet Content & Software,Media & Content,USD,0.00
82293,Healthcare,Healthcare,USD,"1,279.00"
82333,Consulting / Other Professional Services,Professional Services,USD,418.00
82402,Healthcare,Healthcare,USD,99.00
82421,Consulting / Other Professional Services,Professional Services,USD,0.00
82590,Colo/Hosting,Data Center & Cloud Services,USD,534.00
82668,Finance,Finance,USD,0.00
82698,Cloud Service Provider,Data Center & Cloud Services,USD,668.00
82701,Regional Carrier/ISP,Telecommunications,USD,0.00
82704,Finance,Finance,USD,"1,007.00"
82761,Consulting / Other Professional Services,Professional Services,USD,892.00
82827,High Frequency Trading,Finance,USD,0.00
82891,Cable & Satellite,CATV/Satellite,USD,0.00
82896,Internet Content & Software,Media & Content,USD,0.00
82923,Colo/Hosting,Data Center & Cloud Services,USD,39.00
82988,Asset Management / Hedge Fund,Finance,USD,399.00
83116,Internet Content & Software,Media & Content,USD,"1,733.00"
83140,Commercial Systems Integrator,Professional Services,USD,"1,166.00"
83141,Consulting / Other Professional Services,Professional Services,USD,"1,057.00"
83217,Colo/Hosting,Data Center & Cloud Services,USD,55.00
83258,Retail,Other Enterprise,USD,"1,020.00"
83315,Telecommunications Equipment Provider,Other Enterprise,USD,425.00
83381,Consulting / Other Professional Services,Professional Services,USD,751.00
83450,Internet Content & Software,Media & Content,USD,0.00
83453,Oil & Gas,Energy & Manufacturing,USD,867.00
83549,Internet Content & Software,Media & Content,USD,0.00
83572,Consulting / Other Professional Services,Professional Services,USD,"2,636.00"
83587,Consulting / Other Professional Services,Professional Services,USD,"1,121.00"
83590,Finance,Finance,USD,0.00
83661,Consulting / Other Professional Services,Professional Services,USD,105.00
83705,Manufacturing,Energy & Manufacturing,USD,0.00
83723,Pharmaceuticals,Healthcare,USD,"1,045.00"
83740,Internet Content & Software,Media & Content,USD,0.00
83768,Retail,Other Enterprise,USD,59.00
83824,Internet Content & Software,Media & Content,USD,"1,329.00"
83874,State/Local Government,Government,USD,0.00
84067,Research,Research & Education,USD,902.00
84074,Consulting / Other Professional Services,Professional Services,USD,"1,818.00"
84111,Consulting / Other Professional Services,Professional Services,USD,816.00
84154,Consulting / Other Professional Services,Professional Services,USD,0.00
84161,Retail,Other Enterprise,USD,816.00
84188,Consulting / Other Professional Services,Professional Services,USD,0.00
84210,Consulting / Other Professional Services,Professional Services,USD,"1,199.00"
84257,Finance,Finance,USD,907.00
84261,Real Estate / Construction,Other Enterprise,USD,"1,061.00"
84283,Consulting / Other Professional Services,Professional Services,USD,"1,213.00"
84317,Colo/Hosting,Data Center & Cloud Services,USD,"3,321.00"
84333,Consulting / Other Professional Services,Professional Services,USD,0.00
84352,Internet Content & Software,Media & Content,USD,408.00
84365,Colo/Hosting,Data Center & Cloud Services,USD,877.00
84427,Media,Media & Content,USD,299.00
84496,Legal,Professional Services,USD,"6,225.00"
84505,Consulting / Other Professional Services,Professional Services,USD,992.00
84540,Finance,Finance,USD,0.00
84580,Federal Government,Government,USD,0.00
84593,Consulting / Other Professional Services,Professional Services,USD,711.00
84657,Consulting / Other Professional Services,Professional Services,USD,"1,223.00"
84679,Utilities,Energy & Manufacturing,USD,756.00
84804,Utilities,Energy & Manufacturing,USD,0.00
84805,Legal,Professional Services,USD,399.00
84856,Real Estate / Construction,Other Enterprise,USD,"1,223.00"
84882,Consulting / Other Professional Services,Professional Services,USD,122.00
84892,Retail,Other Enterprise,USD,0.00
84895,Consulting / Other Professional Services,Professional Services,USD,"1,205.00"
84896,Cloud Service Provider,Data Center & Cloud Services,USD,"1,377.00"
85019,Consulting / Other Professional Services,Professional Services,USD,0.00
85166,Healthcare,Healthcare,USD,"1,036.00"
85218,K-12 Education,Research & Education,USD,974.00
85231,VOIP/VSP,Telecommunications,USD,0.00
85301,Consulting / Other Professional Services,Professional Services,USD,999.00
85351,Reseller,Telecommunications,USD,153.00
85354,Finance,Finance,USD,0.00
85443,Legal,Professional Services,USD,534.00
85505,Internet Content & Software,Media & Content,USD,0.00
85518,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
85521,Commercial Systems Integrator,Professional Services,USD,58.00
85525,Colo/Hosting,Data Center & Cloud Services,USD,499.00
85526,Internet Content & Software,Media & Content,USD,299.00
85621,Manufacturing,Energy & Manufacturing,USD,860.00
85630,Colo/Hosting,Data Center & Cloud Services,USD,672.00
85642,Real Estate / Construction,Other Enterprise,USD,"1,223.00"
85773,State/Local Government,Government,USD,910.00
85797,Cloud Service Provider,Data Center & Cloud Services,USD,55.00
85814,Utilities,Energy & Manufacturing,USD,0.00
85834,Wireless,Telecommunications,USD,"5,351.00"
85883,State/Local Government,Government,USD,0.00
85898,Consulting / Other Professional Services,Professional Services,USD,800.00
85981,Consulting / Other Professional Services,Professional Services,USD,695.00
86037,Retail,Other Enterprise,USD,"1,160.00"
86050,Internet Content & Software,Media & Content,USD,"1,708.00"
86058,Regional Carrier/ISP,Telecommunications,USD,0.00
86066,Consulting / Other Professional Services,Professional Services,USD,687.00
86119,K-12 Education,Research & Education,USD,736.00
86168,Retail,Other Enterprise,USD,0.00
86195,Colo/Hosting,Data Center & Cloud Services,USD,980.00
86256,Non-Healthcare Insurance,Other Enterprise,USD,978.00
86328,Manufacturing,Energy & Manufacturing,USD,0.00
86332,Consulting / Other Professional Services,Professional Services,USD,499.00
86379,Media,Media & Content,USD,0.00
86513,Consulting / Other Professional Services,Professional Services,USD,0.00
86638,Asset Management / Hedge Fund,Finance,USD,"1,520.00"
86697,Legal,Professional Services,USD,"1,223.00"
86701,K-12 Education,Research & Education,USD,"1,750.00"
86707,Consulting / Other Professional Services,Professional Services,USD,0.00
86745,Internet Content & Software,Media & Content,USD,"1,079.00"
86777,Higher Education,Research & Education,USD,0.00
86811,Consulting / Other Professional Services,Professional Services,USD,676.00
86839,Commercial Systems Integrator,Professional Services,USD,405.00
86868,Retail,Other Enterprise,USD,"1,665.00"
86875,Colo/Hosting,Data Center & Cloud Services,USD,800.00
86904,Internet Content & Software,Media & Content,USD,"3,625.00"
86980,Legal,Professional Services,USD,0.00
87028,Hospitality,Professional Services,USD,368.00
87103,Consulting / Other Professional Services,Professional Services,USD,"2,556.00"
87111,Internet Content & Software,Media & Content,USD,"1,366.00"
87127,Cloud Service Provider,Data Center & Cloud Services,USD,399.00
87137,Internet Content & Software,Media & Content,USD,"1,165.00"
87141,Manufacturing,Energy & Manufacturing,USD,"5,420.00"
87219,Media,Media & Content,USD,0.00
87276,Consulting / Other Professional Services,Professional Services,USD,600.00
87308,Colo/Hosting,Data Center & Cloud Services,USD,856.00
87326,State/Local Government,Government,USD,314.00
87361,Internet Content & Software,Media & Content,USD,0.00
87378,Commercial Systems Integrator,Professional Services,USD,725.00
87381,Finance,Finance,USD,0.00
87427,Real Estate / Construction,Other Enterprise,USD,0.00
87447,Consulting / Other Professional Services,Professional Services,USD,"1,185.00"
87495,Finance,Finance,USD,0.00
87520,Internet Content & Software,Media & Content,USD,"1,000.00"
87535,Higher Education,Research & Education,USD,0.00
87549,Finance,Finance,USD,399.00
87619,Reseller,Telecommunications,USD,0.00
87634,Colo/Hosting,Data Center & Cloud Services,USD,0.00
87724,Consulting / Other Professional Services,Professional Services,USD,0.00
87725,Colo/Hosting,Data Center & Cloud Services,USD,"3,433.00"
87731,Non-Healthcare Insurance,Other Enterprise,USD,856.00
87761,Engineering,Professional Services,USD,0.00
87772,Internet Content & Software,Media & Content,USD,"1,350.00"
87892,K-12 Education,Research & Education,USD,0.00
87920,Asset Management / Hedge Fund,Finance,USD,820.00
87962,Finance,Finance,USD,0.00
87983,Regional Carrier/ISP,Telecommunications,USD,"10,050.00"
88035,Internet Content & Software,Media & Content,USD,"2,294.00"
88072,Consulting / Other Professional Services,Professional Services,USD,"1,422.00"
88089,Legal,Professional Services,USD,"1,480.00"
88115,Colo/Hosting,Data Center & Cloud Services,USD,0.00
88128,Systems Integrators,Government,USD,"1,587.00"
88176,Consulting / Other Professional Services,Professional Services,USD,0.00
88254,Manufacturing,Energy & Manufacturing,USD,"1,164.00"
88269,Consulting / Other Professional Services,Professional Services,USD,399.00
88381,Finance,Finance,USD,"1,020.00"
88625,Consulting / Other Professional Services,Professional Services,USD,0.00
88626,Reseller,Telecommunications,USD,949.00
88726,Consulting / Other Professional Services,Professional Services,USD,0.00
88892,Healthcare,Healthcare,USD,413.00
88931,Healthcare,Healthcare,USD,"1,125.00"
88968,Retail,Other Enterprise,USD,994.00
89020,Consulting / Other Professional Services,Professional Services,USD,0.00
89048,Asset Management / Hedge Fund,Finance,USD,"2,166.00"
89118,Finance,Finance,USD,"9,094.00"
89141,Regional Carrier/ISP,Telecommunications,USD,"1,099.00"
89161,Non-Healthcare Insurance,Other Enterprise,USD,"1,240.00"
89194,Finance,Finance,USD,0.00
89389,Cloud Service Provider,Data Center & Cloud Services,USD,"6,102.00"
89437,Healthcare,Healthcare,USD,765.00
89553,Colo/Hosting,Data Center & Cloud Services,USD,0.00
89585,Internet Content & Software,Media & Content,USD,"5,626.00"
89590,Colo/Hosting,Data Center & Cloud Services,USD,935.00
89606,Colo/Hosting,Data Center & Cloud Services,USD,"1,216.00"
89611,Consulting / Other Professional Services,Professional Services,USD,695.00
89692,Oil & Gas,Energy & Manufacturing,USD,0.00
89724,Finance,Finance,USD,510.00
89769,Colo/Hosting,Data Center & Cloud Services,USD,49.00
89779,Colo/Hosting,Data Center & Cloud Services,USD,700.00
89846,Colo/Hosting,Data Center & Cloud Services,USD,585.00
89905,Finance,Finance,USD,526.00
89926,Consulting / Other Professional Services,Professional Services,USD,0.00
90001,Wireless,Telecommunications,USD,"1,016.00"
90051,Consulting / Other Professional Services,Professional Services,USD,660.00
90070,Internet Content & Software,Media & Content,USD,595.00
90111,RLEC,Telecommunications,USD,254.00
90137,State/Local Government,Government,USD,898.00
90226,Consulting / Other Professional Services,Professional Services,USD,0.00
90227,Internet Content & Software,Media & Content,USD,0.00
90229,Reseller,Telecommunications,USD,0.00
90274,Regional Carrier/ISP,Telecommunications,USD,0.00
90303,Wireless,Telecommunications,USD,"1,478.00"
90328,Consulting / Other Professional Services,Professional Services,USD,0.00
90361,Pharmaceuticals,Healthcare,USD,999.00
90388,Exchange / Market Makers,Finance,USD,612.00
90401,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
90410,Engineering,Professional Services,USD,0.00
90437,Finance,Finance,USD,816.00
90446,Retail,Other Enterprise,USD,"1,259.00"
90475,Asset Management / Hedge Fund,Finance,USD,458.00
90481,State/Local Government,Government,USD,"1,016.00"
90517,Manufacturing,Energy & Manufacturing,USD,0.00
90547,Consulting / Other Professional Services,Professional Services,USD,517.00
90625,Consulting / Other Professional Services,Professional Services,USD,20.00
90628,Oil & Gas,Energy & Manufacturing,USD,"1,203.00"
90659,,,USD,0.00
90673,State/Local Government,Government,USD,78.00
90718,Cloud Service Provider,Data Center & Cloud Services,USD,733.00
90834,Retail,Other Enterprise,USD,0.00
90858,Consulting / Other Professional Services,Professional Services,USD,775.00
90962,Consulting / Other Professional Services,Professional Services,USD,306.00
90977,Cloud Service Provider,Data Center & Cloud Services,USD,850.00
91013,Utilities,Energy & Manufacturing,USD,"1,020.00"
91019,Consulting / Other Professional Services,Professional Services,USD,306.00
91070,Internet Content & Software,Media & Content,USD,549.00
91102,Consulting / Other Professional Services,Professional Services,USD,"1,146.00"
91103,Consulting / Other Professional Services,Professional Services,USD,"1,416.00"
91116,State/Local Government,Government,USD,"1,227.00"
91119,Internet Content & Software,Media & Content,USD,99.00
91174,Consulting / Other Professional Services,Professional Services,USD,0.00
91196,Finance,Finance,USD,0.00
91234,Regional Carrier/ISP,Telecommunications,USD,"3,241.00"
91256,Consulting / Other Professional Services,Professional Services,USD,555.00
91259,Internet Content & Software,Media & Content,USD,167.00
91294,RLEC,Telecommunications,USD,152.00
91397,,,USD,0.00
91479,Oil & Gas,Energy & Manufacturing,USD,"1,020.00"
91480,Consulting / Other Professional Services,Professional Services,USD,0.00
91508,Consulting / Other Professional Services,Professional Services,USD,"2,538.00"
91520,State/Local Government,Government,USD,0.00
91528,Regional Carrier/ISP,Telecommunications,USD,"1,548.00"
91537,Consulting / Other Professional Services,Professional Services,USD,111.00
91577,Media,Media & Content,USD,98.00
91586,Non-Healthcare Insurance,Other Enterprise,USD,101.00
91615,Oil & Gas,Energy & Manufacturing,USD,0.00
91671,Internet Content & Software,Media & Content,USD,485.00
91838,Regional Carrier/ISP,Telecommunications,USD,0.00
91839,Retail,Other Enterprise,USD,918.00
91845,PTT,Telecommunications,USD,"1,147.00"
91869,Transportation,Other Enterprise,USD,"1,055.00"
91874,Consulting / Other Professional Services,Professional Services,USD,432.00
91949,PTT,Telecommunications,USD,0.00
92021,Manufacturing,Energy & Manufacturing,USD,695.00
92047,Finance,Finance,USD,510.00
92053,Consulting / Other Professional Services,Professional Services,USD,481.00
92136,Healthcare,Healthcare,USD,"1,117.00"
92147,Internet Content & Software,Media & Content,USD,783.00
92157,Healthcare,Healthcare,USD,0.00
92224,Real Estate / Construction,Other Enterprise,USD,375.00
92266,Media,Media & Content,USD,963.00
92283,Healthcare,Healthcare,USD,106.00
92288,Media,Media & Content,USD,0.00
92307,Consulting / Other Professional Services,Professional Services,USD,0.00
92314,Finance,Finance,USD,969.00
92359,Media,Media & Content,USD,55.00
92371,Internet Content & Software,Media & Content,USD,0.00
92487,Federal Government,Government,USD,"1,270.00"
92534,Consulting / Other Professional Services,Professional Services,USD,0.00
92545,Consulting / Other Professional Services,Professional Services,USD,111.00
92642,Pharmaceuticals,Healthcare,USD,"1,041.00"
92759,Internet Content & Software,Media & Content,USD,"1,325.00"
92780,Cloud Service Provider,Data Center & Cloud Services,USD,714.00
93008,Finance,Finance,USD,690.00
93033,Internet Content & Software,Media & Content,USD,0.00
93044,Transportation,Other Enterprise,USD,249.00
93054,Manufacturing,Energy & Manufacturing,USD,450.00
93096,Consulting / Other Professional Services,Professional Services,USD,663.00
93239,Transportation,Other Enterprise,USD,714.00
93307,Manufacturing,Energy & Manufacturing,USD,612.00
93325,Finance,Finance,USD,0.00
93352,Consulting / Other Professional Services,Professional Services,USD,"2,703.00"
93357,Legal,Professional Services,USD,"1,208.00"
93385,Healthcare,Healthcare,USD,300.00
93392,Reseller,Telecommunications,USD,0.00
93416,Consulting / Other Professional Services,Professional Services,USD,0.00
93458,Consulting / Other Professional Services,Professional Services,USD,546.00
93566,Manufacturing,Energy & Manufacturing,USD,0.00
93621,Higher Education,Research & Education,USD,0.00
93699,Colo/Hosting,Data Center & Cloud Services,USD,0.00
93724,Internet Content & Software,Media & Content,USD,0.00
93873,Transportation,Other Enterprise,USD,385.00
93923,Finance,Finance,USD,"1,536.00"
93982,Internet Content & Software,Media & Content,USD,0.00
93987,Retail,Other Enterprise,USD,0.00
93994,Consulting / Other Professional Services,Professional Services,USD,147.00
94004,Internet Content & Software,Media & Content,USD,184.00
94038,Colo/Hosting,Data Center & Cloud Services,USD,0.00
94059,Internet Content & Software,Media & Content,USD,"1,379.00"
94073,Retail,Other Enterprise,USD,620.00
94103,State/Local Government,Government,USD,"1,353.00"
94222,Finance,Finance,USD,0.00
94230,Utilities,Energy & Manufacturing,USD,0.00
94284,RLEC,Telecommunications,USD,0.00
94339,Finance,Finance,USD,0.00
94360,Consulting / Other Professional Services,Professional Services,USD,"1,285.00"
94372,Internet Content & Software,Media & Content,USD,"2,294.00"
94374,Regional Carrier/ISP,Telecommunications,USD,0.00
94403,K-12 Education,Research & Education,USD,111.00
94409,Internet Content & Software,Media & Content,USD,701.00
94477,Reseller,Telecommunications,USD,0.00
94504,Reseller,Telecommunications,USD,0.00
94523,Legal,Professional Services,USD,994.00
94524,Legal,Professional Services,USD,0.00
94541,Engineering,Professional Services,USD,"3,541.00"
94578,Retail,Other Enterprise,USD,0.00
94579,National Carrier/ISP,Telecommunications,USD,0.00
94656,Finance,Finance,USD,534.00
94662,Asset Management / Hedge Fund,Finance,USD,"3,836.00"
94711,State/Local Government,Government,USD,917.00
94725,Manufacturing,Energy & Manufacturing,USD,0.00
94900,State/Local Government,Government,USD,"1,987.00"
94910,Consulting / Other Professional Services,Professional Services,USD,"2,416.00"
94917,Systems Integrators,Government,USD,791.00
94931,Finance,Finance,USD,0.00
94966,Commercial Systems Integrator,Professional Services,USD,0.00
95006,Colo/Hosting,Data Center & Cloud Services,USD,0.00
95021,,,USD,0.00
95125,Internet Content & Software,Media & Content,USD,0.00
95137,Telecommunications Equipment Provider,Other Enterprise,USD,969.00
95253,Healthcare,Healthcare,USD,478.00
95381,Regional Carrier/ISP,Telecommunications,USD,0.00
95417,Legal,Professional Services,USD,663.00
95428,Internet Content & Software,Media & Content,USD,"1,397.00"
95500,Transportation,Other Enterprise,USD,382.00
95697,Consulting / Other Professional Services,Professional Services,USD,0.00
95772,Telecommunications Equipment Provider,Other Enterprise,USD,405.00
95782,Legal,Professional Services,USD,"2,549.00"
95804,Non-Healthcare Insurance,Other Enterprise,USD,0.00
95808,Consulting / Other Professional Services,Professional Services,USD,188.00
95818,Wireless,Telecommunications,USD,"1,829.00"
